Name complex,room number,square,floor,Цена на 25.01.2022,Цена на 11.06.2022,Цена на 15.02.2023
complex Fresh; liter 4,1,41.5,5,116000,117000,148400

complex Fresh; liter 4,1,41.5,6,116000,117000,148400

complex Fresh; liter 4,1,39.8,7,118000,119000,150700

complex Fresh; liter 4,1,39.8,8,118000,119000,150700

complex Fresh; liter 4,1,39.8,9,118000,119000,150700

complex Fresh; liter 4,1,39.8,10,118000,119000,150700

complex Fresh; liter 4,1,41.5,7,118000,119000,150700

complex Fresh; liter 4,1,41.5,8,118000,119000,150700

complex Fresh; liter 4,1,41.5,9,118000,119000,150700

complex Fresh; liter 4,1,41.5,10,118000,119000,150700

complex Fresh; liter 4,1,39.8,11,119000,120000,151800

complex Fresh; liter 4,1,39.8,12,119000,120000,151800

complex Fresh; liter 4,1,39.8,13,119000,120000,151800

complex Fresh; liter 4,1,39.8,14,119000,120000,151800

complex Fresh; liter 4,1,39.8,15,119000,120000,151800

complex Fresh; liter 4,1,39.8,16,119000,120000,151800

complex Fresh; liter 4,1,41.5,11,119000,120000,151800

complex Fresh; liter 4,1,41.5,12,119000,120000,151800

complex Fresh; liter 4,1,41.5,13,119000,120000,151800

complex Fresh; liter 4,1,41.5,14,119000,120000,151800

complex Fresh; liter 4,1,41.5,15,119000,120000,151800

complex Fresh; liter 4,1,41.5,16,119000,120000,151800

complex Fresh; liter 4,1,39.8,17,121000,122000,154000

complex Fresh; liter 4,1,39.8,18,121000,122000,154000

complex Fresh; liter 4,1,39.8,19,121000,122000,154000

complex Fresh; liter 4,1,41.5,17,121000,122000,154000

complex Fresh; liter 4,1,41.5,18,121000,122000,154000

complex Fresh; liter 4,1,41.5,19,121000,122000,154000

complex Fresh; liter 4,1,39.8,20,122000,123000,155100

complex Fresh; liter 4,1,39.8,21,122000,123000,155100

complex Fresh; liter 4,1,39.8,22,122000,123000,155100

complex Fresh; liter 4,1,39.8,23,122000,123000,155100

complex Fresh; liter 4,1,39.8,24,122000,123000,155100

complex Fresh; liter 4,1,41.5,20,122000,123000,155100

complex Fresh; liter 4,1,41.5,21,122000,123000,155100

complex Fresh; liter 4,1,41.5,22,122000,123000,155100

complex Fresh; liter 4,1,41.5,23,122000,123000,155100

complex Fresh; liter 4,1,41.5,24,122000,123000,155100

complex Fresh; liter 4,2,64.8,3,85000,94000,128000

complex Fresh; liter 4,2,64.8,4,85000,94000,128000

complex Fresh; liter 4,2,64.8,5,85000,94000,128000

complex Fresh; liter 4,2,64.8,6,85000,94000,128000

complex Fresh; liter 4,2,65.9,3,85000,94000,128000

complex Fresh; liter 4,2,65.9,4,85000,94000,128000

complex Fresh; liter 4,2,65.9,5,85000,94000,128000

complex Fresh; liter 4,2,65.9,6,85000,94000,128000

complex Fresh; liter 4,2,64.8,7,87000,94000,128000

complex Fresh; liter 4,2,64.8,8,87000,94000,128000

complex Fresh; liter 4,2,64.8,9,87000,94000,128000

complex Fresh; liter 4,2,64.8,10,87000,94000,128000

complex Fresh; liter 4,2,65.9,7,87000,94000,128000

complex Fresh; liter 4,2,65.9,8,87000,94000,128000

complex Fresh; liter 4,2,65.9,9,87000,94000,128000

complex Fresh; liter 4,2,65.9,10,87000,94000,128000

complex Fresh; liter 4,2,64.8,11,88000,95000,129100

complex Fresh; liter 4,2,64.8,12,88000,95000,129100

complex Fresh; liter 4,2,64.8,13,88000,95000,129100

complex Fresh; liter 4,2,64.8,14,88000,95000,129100

complex Fresh; liter 4,2,64.8,15,88000,95000,129100

complex Fresh; liter 4,2,64.8,16,88000,95000,129100

complex Fresh; liter 4,2,65.9,11,88000,95000,129100

complex Fresh; liter 4,2,65.9,12,88000,95000,129100

complex Fresh; liter 4,2,65.9,13,88000,95000,129100

complex Fresh; liter 4,2,65.9,14,88000,95000,129100

complex Fresh; liter 4,2,65.9,15,88000,95000,129100

complex Fresh; liter 4,2,65.9,16,88000,95000,129100

complex Fresh; liter 4,2,64.8,17,90000,97000,131300

complex Fresh; liter 4,2,64.8,18,90000,97000,131300

complex Fresh; liter 4,2,64.8,19,90000,97000,131300

complex Fresh; liter 4,2,65.9,17,90000,97000,131300

complex Fresh; liter 4,2,65.9,18,90000,97000,131300

complex Fresh; liter 4,2,65.9,19,90000,97000,131300

complex Fresh; liter 4,2,64.8,20,91000,97000,131300

complex Fresh; liter 4,2,64.8,21,91000,97000,131300

complex Fresh; liter 4,2,64.8,22,91000,97000,131300

complex Fresh; liter 4,2,64.8,23,91000,97000,131300

complex Fresh; liter 4,2,64.8,24,91000,97000,131300

complex Fresh; liter 4,2,65.9,20,91000,97000,131300

complex Fresh; liter 4,2,65.9,21,91000,97000,131300

complex Fresh; liter 4,2,65.9,22,91000,97000,131300

complex Fresh; liter 4,2,65.9,23,91000,97000,131300

complex Fresh; liter 4,2,65.9,24,91000,97000,131300

complex Fresh; liter 4,1,67.4,3,99000,110000,140700

complex Fresh; liter 4,1,67.4,4,99000,110000,140700

complex Fresh; liter 4,1,67.4,5,99000,110000,140700

complex Fresh; liter 4,1,67.4,6,99000,110000,140700

complex Fresh; liter 4,1,67.4,7,101000,112000,142900

complex Fresh; liter 4,1,67.4,8,101000,112000,142900

complex Fresh; liter 4,1,67.4,9,101000,112000,142900

complex Fresh; liter 4,1,67.4,10,101000,112000,142900

complex Fresh; liter 4,1,67.4,11,103000,114000,145100

complex Fresh; liter 4,1,67.4,12,103000,114000,145100

complex Fresh; liter 4,1,67.4,13,103000,114000,145100

complex Fresh; liter 4,1,67.4,14,103000,114000,145100

complex Fresh; liter 4,1,67.4,15,103000,114000,145100

complex Fresh; liter 4,1,67.4,16,103000,114000,145100

complex Fresh; liter 4,1,67.4,17,106000,117000,148400

complex Fresh; liter 4,1,67.4,18,106000,117000,148400

complex Fresh; liter 4,1,67.4,19,106000,117000,148400

complex Fresh; liter 4,1,67.4,20,109000,120000,151800

complex Fresh; liter 4,1,67.4,21,109000,120000,151800

complex Fresh; liter 4,1,67.4,22,109000,120000,151800

complex Fresh; liter 4,1,67.4,23,109000,120000,151800

complex Fresh; liter 4,1,67.4,24,109000,120000,151800

complex Fresh; liter 4,2,91.6,3,73000,92000,125800

complex Fresh; liter 4,2,91.6,4,73000,92000,125800

complex Fresh; liter 4,2,91.6,5,73000,92000,125800

complex Fresh; liter 4,2,91.6,6,73000,92000,125800

complex Fresh; liter 4,2,91.6,7,74000,93000,126900

complex Fresh; liter 4,2,91.6,8,74000,93000,126900

complex Fresh; liter 4,2,91.6,9,74000,93000,126900

complex Fresh; liter 4,2,91.6,10,74000,93000,126900

complex Fresh; liter 4,2,91.6,11,75000,94000,128000

complex Fresh; liter 4,2,91.6,12,75000,94000,128000

complex Fresh; liter 4,2,91.6,13,75000,94000,128000

complex Fresh; liter 4,2,91.6,14,75000,94000,128000

complex Fresh; liter 4,2,91.6,15,75000,94000,128000

complex Fresh; liter 4,2,91.6,16,75000,94000,128000

complex Fresh; liter 4,2,91.6,17,77000,96000,130200

complex Fresh; liter 4,2,91.6,18,77000,96000,130200

complex Fresh; liter 4,2,91.6,19,77000,96000,130200

complex Fresh; liter 4,2,91.6,20,78000,97000,131300

complex Fresh; liter 4,2,91.6,21,78000,97000,131300

complex Fresh; liter 4,2,91.6,22,78000,97000,131300

complex Fresh; liter 4,2,91.6,23,78000,97000,131300

complex Fresh; liter 4,2,91.6,24,78000,97000,131300

complex Fresh; liter 4,3,95.4,3,73000,81000,115300

complex Fresh; liter 4,3,95.4,4,73000,81000,115300

complex Fresh; liter 4,3,95.4,5,73000,81000,115300

complex Fresh; liter 4,3,95.4,6,73000,81000,115300

complex Fresh; liter 4,3,95.4,7,74000,82000,116400

complex Fresh; liter 4,3,95.4,8,74000,82000,116400

complex Fresh; liter 4,3,95.4,9,74000,82000,116400

complex Fresh; liter 4,3,95.4,10,74000,82000,116400

complex Fresh; liter 4,3,95.4,11,75000,83000,117500

complex Fresh; liter 4,3,95.4,12,75000,83000,117500

complex Fresh; liter 4,3,95.4,13,75000,83000,117500

complex Fresh; liter 4,3,95.4,14,75000,83000,117500

complex Fresh; liter 4,3,95.4,15,75000,83000,117500

complex Fresh; liter 4,3,95.4,16,75000,83000,117500

complex Fresh; liter 4,3,95.4,17,77000,85000,119700

complex Fresh; liter 4,3,95.4,18,77000,85000,119700

complex Fresh; liter 4,3,95.4,19,77000,85000,119700

complex Fresh; liter 4,3,95.4,20,78000,86000,120800

complex Fresh; liter 4,3,95.4,21,78000,86000,120800

complex Fresh; liter 4,3,95.4,22,78000,86000,120800

complex Fresh; liter 4,3,95.4,23,78000,86000,120800

complex Fresh; liter 4,3,95.4,24,78000,86000,120800

complex Novella; liter 1,1,34.7,1,128000,139000,158200

complex Novella; liter 1,1,34.7,2,128000,139000,158200

complex Novella; liter 1,1,34.92,1,128000,139000,158200

complex Novella; liter 1,1,34.92,2,128000,139000,158200

complex Novella; liter 1,1,34.7,3,129000,140000,159300

complex Novella; liter 1,1,34.7,4,129000,140000,159300

complex Novella; liter 1,1,34.92,3,129000,140000,159300

complex Novella; liter 1,1,34.92,4,129000,140000,159300

complex Novella; liter 1,1,34.7,5,130000,141000,160400

complex Novella; liter 1,1,34.7,6,130000,141000,160400

complex Novella; liter 1,1,34.7,7,130000,141000,160400

complex Novella; liter 1,1,34.7,8,130000,141000,160400

complex Novella; liter 1,1,34.92,5,130000,141000,160400

complex Novella; liter 1,1,34.92,6,130000,141000,160400

complex Novella; liter 1,1,34.92,7,130000,141000,160400

complex Novella; liter 1,1,34.92,8,130000,141000,160400

complex Novella; liter 1,1,34.7,9,131000,142000,161500

complex Novella; liter 1,1,34.7,10,131000,142000,161500

complex Novella; liter 1,1,34.7,11,131000,142000,161500

complex Novella; liter 1,1,34.7,12,131000,142000,161500

complex Novella; liter 1,1,34.92,9,131000,142000,161500

complex Novella; liter 1,1,34.92,10,131000,142000,161500

complex Novella; liter 1,1,34.92,11,131000,142000,161500

complex Novella; liter 1,1,34.92,12,131000,142000,161500

complex Novella; liter 1,1,34.7,13,132000,143000,162600

complex Novella; liter 1,1,34.7,14,132000,143000,162600

complex Novella; liter 1,1,34.7,15,132000,143000,162600

complex Novella; liter 1,1,34.92,13,132000,143000,162600

complex Novella; liter 1,1,34.92,14,132000,143000,162600

complex Novella; liter 1,1,34.92,15,132000,143000,162600

complex Novella; liter 1,1,34.7,16,133000,144000,163700

complex Novella; liter 1,1,34.7,17,133000,144000,163700

complex Novella; liter 1,1,34.7,18,133000,144000,163700

complex Novella; liter 1,1,34.7,19,133000,144000,163700

complex Novella; liter 1,1,34.92,16,133000,144000,163700

complex Novella; liter 1,1,34.92,17,133000,144000,163700

complex Novella; liter 1,1,34.92,18,133000,144000,163700

complex Novella; liter 1,1,34.92,19,133000,144000,163700

complex Novella; liter 1,1,40.11,1,126000,127000,138300

complex Novella; liter 1,1,40.11,2,126000,127000,138300

complex Novella; liter 1,1,44.97,1,126000,127000,138300

complex Novella; liter 1,1,44.97,2,126000,127000,138300

complex Novella; liter 1,1,40.11,3,127000,128000,139400

complex Novella; liter 1,1,40.11,4,127000,128000,139400

complex Novella; liter 1,1,44.97,3,127000,128000,139400

complex Novella; liter 1,1,44.97,4,127000,128000,139400

complex Novella; liter 1,1,40.11,5,128000,129000,140500

complex Novella; liter 1,1,40.11,6,128000,129000,140500

complex Novella; liter 1,1,40.11,7,128000,129000,140500

complex Novella; liter 1,1,40.11,8,128000,129000,140500

complex Novella; liter 1,1,44.97,5,128000,129000,140500

complex Novella; liter 1,1,44.97,6,128000,129000,140500

complex Novella; liter 1,1,44.97,7,128000,129000,140500

complex Novella; liter 1,1,44.97,8,128000,129000,140500

complex Novella; liter 1,1,40.11,9,129000,130000,141600

complex Novella; liter 1,1,40.11,10,129000,130000,141600

complex Novella; liter 1,1,40.11,11,129000,130000,141600

complex Novella; liter 1,1,40.11,12,129000,130000,141600

complex Novella; liter 1,1,44.97,9,129000,130000,141600

complex Novella; liter 1,1,44.97,10,129000,130000,141600

complex Novella; liter 1,1,44.97,11,129000,130000,141600

complex Novella; liter 1,1,44.97,12,129000,130000,141600

complex Novella; liter 1,1,40.11,13,130000,131000,142700

complex Novella; liter 1,1,40.11,14,130000,131000,142700

complex Novella; liter 1,1,40.11,15,130000,131000,142700

complex Novella; liter 1,1,44.97,13,130000,131000,142700

complex Novella; liter 1,1,44.97,14,130000,131000,142700

complex Novella; liter 1,1,44.97,15,130000,131000,142700

complex Novella; liter 1,1,40.11,16,131000,132000,143800

complex Novella; liter 1,1,40.11,17,131000,132000,143800

complex Novella; liter 1,1,40.11,18,131000,132000,143800

complex Novella; liter 1,1,40.11,19,131000,132000,143800

complex Novella; liter 1,1,44.97,16,131000,132000,143800

complex Novella; liter 1,1,44.97,17,131000,132000,143800

complex Novella; liter 1,1,44.97,18,131000,132000,143800

complex Novella; liter 1,1,44.97,19,131000,132000,143800

complex Novella; liter 1,2,56.72,1,102000,113000,121700

complex Novella; liter 1,2,56.72,2,102000,113000,121700

complex Novella; liter 1,2,59.2,1,102000,113000,121700

complex Novella; liter 1,2,59.2,2,102000,113000,121700

complex Novella; liter 1,2,56.72,3,103000,114000,122800

complex Novella; liter 1,2,56.72,4,103000,114000,122800

complex Novella; liter 1,2,59.2,3,103000,114000,122800

complex Novella; liter 1,2,59.2,4,103000,114000,122800

complex Novella; liter 1,2,56.72,5,104000,115000,123900

complex Novella; liter 1,2,56.72,6,104000,115000,123900

complex Novella; liter 1,2,56.72,7,104000,115000,123900

complex Novella; liter 1,2,56.72,8,104000,115000,123900

complex Novella; liter 1,2,59.2,5,104000,115000,123900

complex Novella; liter 1,2,59.2,6,104000,115000,123900

complex Novella; liter 1,2,59.2,7,104000,115000,123900

complex Novella; liter 1,2,59.2,8,104000,115000,123900

complex Novella; liter 1,2,56.72,9,105000,116000,125000

complex Novella; liter 1,2,56.72,10,105000,116000,125000

complex Novella; liter 1,2,56.72,11,105000,116000,125000

complex Novella; liter 1,2,56.72,12,105000,116000,125000

complex Novella; liter 1,2,59.2,9,105000,116000,125000

complex Novella; liter 1,2,59.2,10,105000,116000,125000

complex Novella; liter 1,2,59.2,11,105000,116000,125000

complex Novella; liter 1,2,59.2,12,105000,116000,125000

complex Novella; liter 1,2,56.72,13,106000,117000,126100

complex Novella; liter 1,2,56.72,14,106000,117000,126100

complex Novella; liter 1,2,56.72,15,106000,117000,126100

complex Novella; liter 1,2,59.2,13,106000,117000,126100

complex Novella; liter 1,2,59.2,14,106000,117000,126100

complex Novella; liter 1,2,59.2,15,106000,117000,126100

complex Novella; liter 1,2,56.72,16,107000,118000,127200

complex Novella; liter 1,2,56.72,17,107000,118000,127200

complex Novella; liter 1,2,56.72,18,107000,118000,127200

complex Novella; liter 1,2,56.72,19,107000,118000,127200

complex Novella; liter 1,2,59.2,16,107000,118000,127200

complex Novella; liter 1,2,59.2,17,107000,118000,127200

complex Novella; liter 1,2,59.2,18,107000,118000,127200

complex Novella; liter 1,2,59.2,19,107000,118000,127200

complex Novella; liter 1,2,59.67,1,101000,112000,120600

complex Novella; liter 1,2,59.67,2,101000,112000,120600

complex Novella; liter 1,2,64.56,1,101000,112000,120600

complex Novella; liter 1,2,64.56,2,101000,112000,120600

complex Novella; liter 1,2,59.67,3,102000,113000,121700

complex Novella; liter 1,2,59.67,4,102000,113000,121700

complex Novella; liter 1,2,64.56,3,102000,113000,121700

complex Novella; liter 1,2,64.56,4,102000,113000,121700

complex Novella; liter 1,2,59.67,5,103000,114000,122800

complex Novella; liter 1,2,59.67,6,103000,114000,122800

complex Novella; liter 1,2,59.67,7,103000,114000,122800

complex Novella; liter 1,2,59.67,8,103000,114000,122800

complex Novella; liter 1,2,64.56,5,103000,114000,122800

complex Novella; liter 1,2,64.56,6,103000,114000,122800

complex Novella; liter 1,2,64.56,7,103000,114000,122800

complex Novella; liter 1,2,64.56,8,103000,114000,122800

complex Novella; liter 1,2,59.67,9,104000,115000,123900

complex Novella; liter 1,2,59.67,10,104000,115000,123900

complex Novella; liter 1,2,59.67,11,104000,115000,123900

complex Novella; liter 1,2,59.67,12,104000,115000,123900

complex Novella; liter 1,2,64.56,9,104000,115000,123900

complex Novella; liter 1,2,64.56,10,104000,115000,123900

complex Novella; liter 1,2,64.56,11,104000,115000,123900

complex Novella; liter 1,2,64.56,12,104000,115000,123900

complex Novella; liter 1,2,59.67,13,105000,116000,125000

complex Novella; liter 1,2,59.67,14,105000,116000,125000

complex Novella; liter 1,2,59.67,15,105000,116000,125000

complex Novella; liter 1,2,64.56,13,105000,116000,125000

complex Novella; liter 1,2,64.56,14,105000,116000,125000

complex Novella; liter 1,2,64.56,15,105000,116000,125000

complex Novella; liter 1,2,59.67,16,106000,117000,126100

complex Novella; liter 1,2,59.67,17,106000,117000,126100

complex Novella; liter 1,2,59.67,18,106000,117000,126100

complex Novella; liter 1,2,59.67,19,106000,117000,126100

complex Novella; liter 1,2,64.56,16,106000,117000,126100

complex Novella; liter 1,2,64.56,17,106000,117000,126100

complex Novella; liter 1,2,64.56,18,106000,117000,126100

complex Novella; liter 1,2,64.56,19,106000,117000,126100

complex Novella; liter 1,2,65.06,1,100000,108000,116200

complex Novella; liter 1,2,65.06,2,100000,108000,116200

complex Novella; liter 1,2,66.76,1,100000,108000,116200

complex Novella; liter 1,2,66.76,2,100000,108000,116200

complex Novella; liter 1,2,65.06,3,101000,109000,117300

complex Novella; liter 1,2,65.06,4,101000,109000,117300

complex Novella; liter 1,2,66.76,3,101000,109000,117300

complex Novella; liter 1,2,66.76,4,101000,109000,117300

complex Novella; liter 1,2,65.06,5,102000,110000,118400

complex Novella; liter 1,2,65.06,6,102000,110000,118400

complex Novella; liter 1,2,65.06,7,102000,110000,118400

complex Novella; liter 1,2,65.06,8,102000,110000,118400

complex Novella; liter 1,2,66.76,5,102000,110000,118400

complex Novella; liter 1,2,66.76,6,102000,110000,118400

complex Novella; liter 1,2,66.76,7,102000,110000,118400

complex Novella; liter 1,2,66.76,8,102000,110000,118400

complex Novella; liter 1,2,65.06,9,103000,111000,119500

complex Novella; liter 1,2,65.06,10,103000,111000,119500

complex Novella; liter 1,2,65.06,11,103000,111000,119500

complex Novella; liter 1,2,65.06,12,103000,111000,119500

complex Novella; liter 1,2,66.76,9,103000,111000,119500

complex Novella; liter 1,2,66.76,10,103000,111000,119500

complex Novella; liter 1,2,66.76,11,103000,111000,119500

complex Novella; liter 1,2,66.76,12,103000,111000,119500

complex Novella; liter 1,2,65.06,13,104000,112000,120600

complex Novella; liter 1,2,65.06,14,104000,112000,120600

complex Novella; liter 1,2,65.06,15,104000,112000,120600

complex Novella; liter 1,2,66.76,13,104000,112000,120600

complex Novella; liter 1,2,66.76,14,104000,112000,120600

complex Novella; liter 1,2,66.76,15,104000,112000,120600

complex Novella; liter 1,2,65.06,16,105000,113000,121700

complex Novella; liter 1,2,65.06,17,105000,113000,121700

complex Novella; liter 1,2,65.06,18,105000,113000,121700

complex Novella; liter 1,2,65.06,19,105000,113000,121700

complex Novella; liter 1,2,66.76,16,105000,113000,121700

complex Novella; liter 1,2,66.76,17,105000,113000,121700

complex Novella; liter 1,2,66.76,18,105000,113000,121700

complex Novella; liter 1,2,66.76,19,105000,113000,121700

complex Novella; liter 1,3,75.37,1,94000,115000,126100

complex Novella; liter 1,3,75.37,2,94000,115000,126100

complex Novella; liter 1,3,76.59,1,94000,115000,126100

complex Novella; liter 1,3,76.59,2,94000,115000,126100

complex Novella; liter 1,3,75.37,3,95000,116000,127200

complex Novella; liter 1,3,75.37,4,95000,116000,127200

complex Novella; liter 1,3,76.59,3,95000,116000,127200

complex Novella; liter 1,3,76.59,4,95000,116000,127200

complex Novella; liter 1,3,75.37,5,96000,117000,128300

complex Novella; liter 1,3,75.37,6,96000,117000,128300

complex Novella; liter 1,3,75.37,7,96000,117000,128300

complex Novella; liter 1,3,75.37,8,96000,117000,128300

complex Novella; liter 1,3,76.59,5,96000,117000,128300

complex Novella; liter 1,3,76.59,6,96000,117000,128300

complex Novella; liter 1,3,76.59,7,96000,117000,128300

complex Novella; liter 1,3,76.59,8,96000,117000,128300

complex Novella; liter 1,3,75.37,9,97000,118000,129400

complex Novella; liter 1,3,75.37,10,97000,118000,129400

complex Novella; liter 1,3,75.37,11,97000,118000,129400

complex Novella; liter 1,3,75.37,12,97000,118000,129400

complex Novella; liter 1,3,76.59,9,97000,118000,129400

complex Novella; liter 1,3,76.59,10,97000,118000,129400

complex Novella; liter 1,3,76.59,11,97000,118000,129400

complex Novella; liter 1,3,76.59,12,97000,118000,129400

complex Novella; liter 1,3,75.37,13,98000,119000,130500

complex Novella; liter 1,3,75.37,14,98000,119000,130500

complex Novella; liter 1,3,75.37,15,98000,119000,130500

complex Novella; liter 1,3,76.59,13,98000,119000,130500

complex Novella; liter 1,3,76.59,14,98000,119000,130500

complex Novella; liter 1,3,76.59,15,98000,119000,130500

complex Novella; liter 1,3,75.37,16,99000,120000,131600

complex Novella; liter 1,3,75.37,17,99000,120000,131600

complex Novella; liter 1,3,75.37,18,99000,120000,131600

complex Novella; liter 1,3,75.37,19,99000,120000,131600

complex Novella; liter 1,3,76.59,16,99000,120000,131600

complex Novella; liter 1,3,76.59,17,99000,120000,131600

complex Novella; liter 1,3,76.59,18,99000,120000,131600

complex Novella; liter 1,3,76.59,19,99000,120000,131600

complex Sport park; liter 7,1,45.6,1,87000,101000,101800

complex Sport park; liter 7,1,45.6,2,87000,101000,101800

complex Sport park; liter 7,1,45.6,3,87000,101000,101800

complex Sport park; liter 7,1,45.6,4,87000,101000,101800

complex Sport park; liter 7,1,45.6,5,87000,101000,101800

complex Sport park; liter 7,1,45.6,6,87000,101000,101800

complex Sport park; liter 7,1,45.6,7,87000,101000,101800

complex Sport park; liter 7,1,45.6,8,87000,101000,101800

complex Sport park; liter 7,1,45.9,1,87000,101000,101800

complex Sport park; liter 7,1,45.9,2,87000,101000,101800

complex Sport park; liter 7,1,45.9,3,87000,101000,101800

complex Sport park; liter 7,1,45.9,4,87000,101000,101800

complex Sport park; liter 7,1,45.9,5,87000,101000,101800

complex Sport park; liter 7,1,45.9,6,87000,101000,101800

complex Sport park; liter 7,1,45.9,7,87000,101000,101800

complex Sport park; liter 7,1,45.9,8,87000,101000,101800

